utilisateur,sujet,date_h
1872,Producer,2024-01-03 23:36:28.344706
3296,FilmStyle,2023-09-07 01:00:21.715250
2303,Cut,2023-06-19 01:24:12.827611
2651,AmbientSound,2023-09-23 18:44:13.492443
2328,SocialMediaCampaign,2023-07-18 14:10:54.677909
302,FilmStyle,2023-05-16 21:38:03.784416
3135,SoundtrackAlbum,2023-06-01 07:53:43.039623
1503,Handheld,2023-07-11 15:35:46.713502
277,FilmAesthetics,2023-07-25 21:25:09.088832
3558,ToyLine,2024-05-05 07:39:07.271177
2513,OfficialGuide,2023-05-22 01:50:01.960117
1060,FilmIndustry,2023-11-26 03:40:35.594952
637,FilmAnalysis,2023-09-13 16:17:41.271571
270,SoundDesign,2024-04-14 05:54:55.703914
379,ScienceFiction,2024-02-26 10:55:35.122991
363,GuerrillaMarketing,2023-12-10 21:52:41.631509
2251,Crane,2023-09-03 12:12:47.503076
324,FilmCritic,2023-06-30 02:13:46.719590
3449,WrapParty,2023-07-26 20:21:36.809613
2386,Horror,2023-11-09 16:17:35.784099
1638,Roundtable,2023-08-01 23:14:07.980683
1617,FilmSemiotics,2024-01-05 23:11:21.713689
2919,Romance,2023-08-30 07:09:49.851233
1346,InternationalPoster,2024-01-28 14:35:23.145061
3468,GreenBandTrailer,2023-07-27 02:02:25.194360
2417,FilmLanguage,2023-05-28 13:31:18.623248
3203,5.1,2023-05-31 04:07:58.023618
2279,PressConference,2024-02-01 17:26:20.740961
1361,FilmStructure,2023-06-18 23:22:33.583107
3149,Foley,2023-07-18 16:22:53.023020
603,SilentFilm,2023-09-22 23:25:57.469234
1814,MakeupArtist,2023-05-19 04:52:19.160839
415,Adaptation,2023-08-15 04:07:09.029855
77,NewspaperAd,2024-03-26 22:19:08.244848
2151,FilmStructure,2024-05-06 17:19:41.082664
2153,Disney,2024-04-25 17:33:54.349392
1438,FilmTheory,2023-11-15 11:48:10.788746
1897,ClassicFilm,2024-05-06 17:20:11.682067
198,Afterparty,2023-12-11 08:47:27.750582
1059,Clip,2024-05-07 16:39:01.980436
1116,Horror,2023-07-20 22:21:23.403256
1703,FilmCriticism,2024-01-31 02:31:09.389908
2881,Symposium,2024-04-16 22:23:50.886756
3794,HairStyling,2023-12-25 18:52:25.184209
3903,Sequence,2024-01-02 11:16:25.490986
1203,5.1,2023-06-17 22:31:51.723527
2323,Symposium,2023-12-07 04:35:52.599167
46,Teen,2023-10-02 10:25:05.993726
924,Tarantino,2023-10-29 08:40:53.833571
3882,BluRay,2023-06-06 05:56:47.771078
580,5.1,2024-04-23 15:15:59.648910
3934,Poster,2023-05-10 21:23:12.989776
3486,Poster,2024-04-30 21:46:34.585630
2705,Superhero,2023-10-08 11:11:12.604790
199,Prequel,2023-05-12 04:39:50.388348
835,Spielberg,2023-08-18 11:19:28.680913
1348,FilmAnalysis,2023-06-28 15:11:55.459417
1364,Musical,2023-05-27 17:11:31.031567
2165,MovieReview,2023-09-15 16:43:35.306667
2608,Featurette,2024-03-09 04:58:26.654272
1597,InternationalPoster,2023-11-19 23:08:30.289843
1760,Montage,2023-09-02 15:09:06.533621
3785,BehindTheScenes,2023-06-03 12:54:03.693696
261,Mastering,2023-11-15 19:49:51.689353
1354,BoxOffice,2023-07-18 06:37:11.896863
1872,Animation,2023-12-29 15:33:59.019401
3285,Adaptation,2023-06-26 02:28:39.494356
3141,SocialMediaCampaign,2024-02-17 01:14:59.206087
3835,Collectibles,2023-06-02 11:05:53.021022
3206,ForeignFilm,2023-06-10 17:59:31.884177
3790,Wardrobe,2023-08-12 20:05:38.913944
614,Looping,2023-08-10 09:57:45.167020
168,CeremonieCesar2020,2024-01-30 10:19:47.949700
3758,FilmHistory,2024-05-05 11:17:18.803485
2472,FilmGenre,2023-10-11 16:49:42.781500
3124,FilmForm,2023-07-22 00:47:18.824001
1762,VideoGame,2024-02-02 13:17:17.108806
3233,LordOfTheRings,2024-03-17 21:03:27.301666
3274,Retrospective,2023-12-09 03:32:16.398141
3392,FilmStyle,2023-06-19 12:43:12.907742
3334,DCComics,2023-10-01 18:55:48.684266
840,MatchCut,2023-12-29 12:19:44.450159
3290,Exhibition,2023-06-14 08:51:14.015610
131,Billboard,2023-05-20 16:49:40.672034
604,FilmLanguage,2023-10-05 06:42:51.641974
235,Billboard,2023-12-17 23:24:51.163509
1935,5.1,2024-04-21 03:34:14.843366
776,Premiere,2023-09-30 15:31:42.437969
2076,SetDecoration,2023-05-13 12:07:49.647877
2564,Animation,2024-03-19 15:18:10.398673
1822,Debate,2023-05-14 09:38:55.533879
1547,GreenBandTrailer,2023-09-27 23:55:47.144010
3785,Premiere,2023-10-03 05:45:43.901820
2309,FilmSemiotics,2023-09-30 23:37:42.619751
1593,ExecutiveProducer,2023-12-29 09:56:21.671062
3052,TeaserTrailer,2024-02-20 06:41:33.405441
1843,THX,2023-05-20 13:24:38.525975
3876,RadioSpot,2023-08-27 19:03:53.951415
2984,Mixing,2023-07-27 04:09:04.684695
1908,BehindTheScenes,2023-11-07 15:30:57.462342
387,Banter,2024-02-22 11:20:20.651804
111,FilmAnalysis,2024-04-17 13:30:01.369611
2200,FilmNoir,2024-01-09 05:30:13.442133
2111,Popcorn,2024-05-03 00:01:44.752752
2296,Tarantino,2023-10-05 22:32:18.910604
2250,CinemaTickets,2023-08-23 05:09:51.440848
568,Adaptation,2024-02-29 00:29:36.666621
23,Looping,2024-05-06 15:02:18.175092
2228,Director,2024-02-27 05:56:50.393109
76,Western,2023-06-25 16:45:36.983980
2567,Actress,2024-04-28 19:33:56.629780
1796,ArtDirection,2023-10-03 16:25:27.685155
870,Debate,2023-12-23 06:56:54.952070
462,FilmTheory,2023-05-22 16:37:15.800959
2538,TrackingShot,2023-05-21 15:59:35.212418
3797,Afterparty,2023-12-19 11:42:17.653076
3652,OpeningNight,2023-12-18 03:31:33.009247
3211,SupportingRole,2024-04-10 15:41:07.658473
3361,Storyboard,2023-08-29 13:59:53.891865
2337,FilmLanguage,2024-03-10 05:24:50.271977
3528,Spielberg,2024-04-29 01:46:37.350453
1261,Trailer,2024-04-22 08:22:47.477552
3810,IMAX,2023-12-31 21:45:47.916257
2604,FilmCriticism,2023-08-09 15:06:45.246671
560,ArtPrint,2023-12-04 01:19:35.956468
3530,FilmEditing,2024-03-13 22:26:15.896544
320,Animation,2024-01-25 17:10:58.828676
2790,Premiere,2024-03-12 15:30:08.714392
1479,ViralMarketing,2023-12-28 08:21:45.622917
1411,CrossPromotion,2023-07-07 23:42:52.803350
3661,Debate,2023-07-12 02:45:49.684157
1959,Q&A,2023-10-14 12:58:11.358749
147,Conversation,2023-09-17 10:58:52.462912
1457,Convention,2023-12-20 21:19:48.856914
166,FilmFestival,2023-10-29 22:54:00.214669
1858,Homage,2023-12-19 19:12:43.004674
3995,Preview,2023-10-11 13:33:34.399038
3154,Celebration,2024-01-11 22:22:42.352810
3031,ScreenplayBook,2024-05-01 18:53:22.545439
2872,Foley,2024-02-06 12:41:20.091825
1489,Scene,2024-01-04 18:34:36.013127
188,Montage,2024-03-03 04:17:12.389942
1065,FilmAesthetics,2023-11-09 22:49:33.759634
1520,MovieReview,2023-06-04 09:46:21.412155
2469,CinemaTickets,2023-08-25 03:08:05.236897
1774,Banter,2024-03-11 07:20:10.161548
2886,CostumeDesignBook,2023-10-10 20:15:47.402539
632,FilmMaking,2023-07-28 00:40:21.521632
3690,BluRay,2024-03-16 04:05:56.916593
691,SetDecoration,2024-02-21 02:30:41.159705
1990,Family,2024-01-27 16:25:41.093973
583,SilentFilm,2023-08-17 01:20:09.736935
2483,ViralMarketing,2024-01-20 20:08:35.912818
2780,Argument,2024-04-04 17:21:14.805457
3719,Poster,2023-06-11 12:20:55.401601
3504,CrossCut,2024-04-14 02:31:01.740752
2443,Director,2023-10-16 19:10:15.755084
2244,FilmTheory,2023-09-15 06:02:42.483174
2197,Forum,2024-03-30 11:40:30.945399
1447,TeaserTrailer,2023-09-23 19:26:25.291256
1605,ScreenplayBook,2024-01-12 08:22:52.594626
2764,ClassicFilm,2023-07-17 01:36:12.927776
341,Dolly,2023-08-17 09:46:39.148773
163,Banter,2023-06-15 00:16:17.255786
2301,DreamSequence,2024-04-20 11:25:53.994624
2112,SurroundSound,2024-03-24 21:25:16.351436
2155,FilmForm,2023-12-22 09:01:31.956213
3129,FilmGenre,2023-05-18 23:06:52.222381
1846,THX,2023-08-19 22:22:13.879342
3144,RedCarpet,2024-02-19 04:30:42.966902
2366,MakeupArtist,2023-05-24 08:44:13.535060
2470,ComicBook,2024-02-13 06:15:52.491724
3274,FadeIn,2023-09-01 17:24:54.924388
2907,5.1,2024-02-14 10:33:20.565013
3552,FadeOut,2023-12-18 02:05:12.632092
2948,ADR,2024-02-17 00:48:21.362472
2888,FilmAesthetics,2023-12-10 09:49:03.419885
1777,Spot,2024-04-10 21:16:11.270341
3078,Narration,2023-05-30 04:30:29.842257
1514,Q&A,2023-09-26 00:27:00.066556
1898,AmbientSound,2023-09-15 21:56:24.980738
2347,Director,2023-05-21 06:23:45.975012
2250,FilmForm,2024-01-26 14:58:21.857139
3529,ExecutiveProducer,2024-01-26 14:13:36.685375
1791,RedCarpet,2023-10-21 06:21:08.091350
2000,Flashback,2024-02-08 00:41:44.816231
2981,Flashforward,2023-11-06 22:46:24.893469
1493,MatchCut,2023-07-07 10:16:45.460454
2811,DTS,2023-10-01 12:00:37.934297
2806,FilmForm,2023-10-30 22:02:14.440455
3505,Adaptation,2024-04-18 03:40:08.549295
1492,Cinematography,2023-09-29 06:21:42.535236
2701,Looping,2024-01-02 12:17:01.321092
399,Keynote,2023-12-25 07:04:20.917947
2047,FilmStyle,2023-11-22 22:21:22.979694
152,TheatericalTrailer,2023-08-12 19:46:01.355584
1793,Tarantino,2024-03-13 05:05:13.359538
3542,FilmSemiotics,2024-03-15 05:04:33.070843
281,SplitScreen,2023-05-22 16:03:21.919472
1781,Producer,2023-11-22 13:02:31.387577
1594,Cannes,2023-07-10 11:53:35.440395
2925,MovieMagic,2024-04-21 08:04:03.178239
130,JamesBond,2023-11-06 19:48:40.996602
3824,ClosingNight,2023-06-29 12:49:27.384308
1218,FilmNarrative,2024-03-16 13:12:05.063899
441,BoomOperator,2023-05-08 16:07:20.605004
1577,BluRay,2023-09-13 21:30:22.247638
3337,FilmNoir,2024-04-04 01:30:00.198517
3529,Retrospective,2024-03-21 13:02:55.884146
2188,History,2023-10-11 14:39:15.915592
2379,HarryPotter,2024-02-24 09:59:48.551985
2675,5.1,2024-04-14 10:35:54.065295
1356,FilmSchool,2023-06-13 07:09:08.964362
1559,Take,2023-09-10 23:10:21.880608
2049,Indie,2024-01-08 19:05:05.435573
1030,SoundDesign,2023-10-07 00:06:05.023388
2620,MakeupArtist,2023-08-04 03:19:55.155369
1908,FilmLanguage,2023-06-06 20:40:47.012283
268,Mixing,2024-03-03 01:47:24.301581
1015,FilmSemiotics,2024-04-30 08:22:27.633768
2958,CostumeDesignBook,2023-10-28 02:19:23.240027
3804,FadeOut,2023-10-16 10:38:10.262390
3814,ScreenplayBook,2023-10-16 08:25:01.266788
598,Frame,2024-03-21 17:36:16.330932
1098,SoundtrackAlbum,2023-06-21 23:46:41.780489
97,Stereo,2023-11-02 19:57:54.470505
2195,ToyLine,2023-09-06 01:11:15.789490
1261,SetDecoration,2023-10-17 05:54:58.963555
1610,Romance,2023-07-29 19:13:39.951263
976,LordOfTheRings,2023-09-07 20:26:25.493205
3321,VisualEffects,2023-11-05 19:56:37.557848
3743,Montage,2023-06-15 16:45:00.081452
186,TheatericalTrailer,2023-07-30 11:41:56.101885
2630,5.1,2024-03-08 03:48:24.339890
1351,StarWars,2024-01-29 08:33:04.946877
2997,ActionFigures,2023-07-19 09:02:30.858869
37,OriginalStory,2024-04-30 00:37:41.140790
2603,Actress,2024-01-01 01:31:25.935329
2904,Sequence,2024-03-07 07:17:35.761332
2431,EstablishingShot,2023-09-11 09:34:41.364043
3350,SubwayPoster,2023-10-24 06:28:01.852899
2339,Adventure,2024-02-22 00:10:17.276511
2480,ConceptArt,2024-02-05 14:40:25.322089
551,FilmLanguage,2023-08-12 22:23:21.331076
1273,ProductionDesign,2023-07-30 22:58:38.135605
3142,Billboard,2023-08-09 01:31:14.583809
1038,Mystery,2024-02-24 00:45:46.102433
911,BusStopPoster,2023-11-30 11:26:14.982930
3507,Romance,2024-03-05 11:06:24.645769
2961,Festival,2024-03-19 21:56:40.474006
883,Cameo,2024-02-05 18:36:52.967020
3983,RedBandTrailer,2023-11-23 13:13:57.733915
1228,Featurette,2023-12-24 12:01:00.658680
1395,CrossPromotion,2023-07-14 11:42:21.351984
2323,GuerrillaMarketing,2023-11-24 22:11:39.755766
707,GraphicNovel,2023-09-21 20:09:31.171137
3928,FilmLanguage,2023-06-02 20:12:01.508952
161,FilmAnalysis,2024-02-17 17:50:21.719637
2594,FilmHistory,2023-06-12 00:11:45.123368
3273,FilmForm,2023-11-28 08:59:15.853518
2993,ScreenplayBook,2024-02-14 09:26:12.294028
1188,Promo,2023-08-03 02:38:58.956309
1325,Cameo,2024-03-21 21:11:38.283271
1453,CharacterPoster,2024-01-23 04:43:51.874104
501,PerformanceCapture,2023-11-14 08:00:18.396410
1618,History,2023-05-13 08:14:35.340176
1440,Soundtrack,2023-08-15 15:02:24.550388
2969,FilmLanguage,2024-03-26 21:37:21.840222
1344,Novelization,2023-10-07 11:48:22.646221
948,Demonstration,2023-06-06 16:43:17.780625
453,BehindTheScenes,2024-04-21 20:12:26.926591
2841,Tribute,2023-11-14 22:19:05.584484
2211,Drama,2023-11-19 03:51:11.748610
3988,MovieReview,2024-03-09 18:00:15.147433
1234,Score,2023-09-07 23:32:46.214710
3028,Assembly,2023-08-17 04:22:56.041816
3623,TradingCards,2023-05-22 02:03:14.135258
358,SpecialEffects,2023-09-09 00:17:58.848829
533,Oscar,2024-04-25 20:15:02.828501
3387,SoundMixing,2024-03-30 15:13:27.454696
3464,Mixing,2023-10-24 17:56:37.236590
3237,DreamSequence,2023-06-08 23:52:53.319833
2641,Sport,2024-02-28 11:05:13.643461
2951,Tarantino,2023-12-06 16:20:07.992226
1446,Q&A,2024-02-02 02:34:43.902773
3554,Screening,2023-12-06 07:44:29.543450
1068,ForeignFilm,2023-05-20 05:45:45.001530
1131,IMAX,2024-03-26 21:31:49.986151
3144,Soundtrack,2024-03-04 01:27:55.890727
1687,Action,2023-09-04 12:15:42.320173
361,FilmAesthetics,2023-06-24 19:27:51.766634
3090,Hitchcock,2023-12-31 23:30:22.839823
2059,Musical,2023-05-18 04:16:27.977865
2070,FilmCriticism,2023-06-16 15:37:19.318940
2798,Popcorn,2024-05-03 08:49:36.161590
875,JumpCut,2023-11-25 10:43:03.400055
1596,ForeignFilm,2023-11-16 01:17:18.227862
2505,ScoreAlbum,2024-03-24 00:56:41.608418
3126,Premiere,2024-02-18 21:43:41.647573
277,Cameo,2023-11-04 06:33:04.672693
1045,FilmCriticism,2023-05-31 06:10:31.478637
2328,FilmAesthetics,2023-12-26 17:05:01.479074
2473,VideoGame,2023-07-22 09:21:06.459519
542,InternationalPoster,2024-04-16 01:34:43.467701
2976,BehindTheScenes,2023-09-09 08:05:30.560371
1332,DolbyAtmos,2023-11-23 06:37:33.947495
312,Dolly,2023-11-30 02:01:24.333058
1627,Keynote,2024-01-31 09:26:54.116618
3050,Comedy,2024-02-11 22:36:35.407753
2417,Pixar,2023-12-16 04:14:59.482803
3458,Spielberg,2023-11-05 06:12:54.339240
884,Billboard,2023-06-06 23:06:43.072744
2214,3D,2023-11-19 04:54:25.079828
3108,SupportingRole,2023-10-28 06:56:50.408943
1807,Novelization,2024-03-30 04:55:21.405298
293,Manga,2024-04-19 07:46:58.456812
713,BluRay,2023-12-17 04:20:05.649238
1018,Conversation,2023-10-31 22:05:29.503222
1111,FilmIndustry,2024-03-18 08:14:47.821347
2126,DTS,2023-07-22 01:09:55.740877
557,StoryboardArt,2023-07-28 22:33:21.152070
3401,Hitchcock,2023-10-13 02:58:26.656147
2202,Prequel,2024-04-05 10:52:00.371363
2846,GraphicNovel,2024-01-19 09:31:15.162077
3092,ProductPlacement,2023-07-12 11:53:40.940814
1279,Spot,2024-03-27 03:55:12.875157
3072,RadioSpot,2023-07-21 12:39:20.686256
3081,Billboard,2024-02-16 13:12:40.991892
2455,EstablishingShot,2024-02-01 09:09:51.625404
3361,ExecutiveProducer,2023-10-11 07:57:29.605101
2840,Celebration,2024-01-14 06:23:10.400944
3760,Piracy,2023-11-08 03:53:34.621162
2352,Clip,2023-07-03 08:26:00.592542
3670,Q&A,2023-07-06 13:24:25.953401
2125,Merchandising,2023-08-27 00:03:46.728666
1226,Screenplay,2023-07-04 02:13:35.582132
532,FilmCriticism,2023-11-10 06:44:19.457095
3524,Tarantino,2024-03-19 13:38:25.767917
3787,MotionCapture,2023-07-05 19:19:01.690079
1932,SilentFilm,2023-06-21 06:23:56.653508
3840,SoundMixing,2024-05-04 05:41:13.641577
1334,Spinoff,2024-02-28 17:03:47.496011
1910,Collectibles,2023-11-22 20:46:56.261618
971,SoundtrackAlbum,2023-11-30 18:20:42.041902
183,FilmSemiotics,2023-11-30 05:29:12.111286
3740,DCComics,2023-06-10 21:18:58.420976
3920,TheatericalTrailer,2023-12-09 09:59:12.235625
1564,RedBandTrailer,2023-05-21 12:27:45.657147
619,Wardrobe,2023-07-01 19:43:45.293363
3763,ViralMarketing,2024-02-21 16:04:59.283555
2241,Shot,2024-02-24 17:59:25.685514
2342,FilmStyle,2023-11-27 07:17:32.859894
1671,ClosingNight,2023-06-12 08:27:48.183291
3637,FilmCriticism,2024-04-23 18:22:45.691941
3160,Makeup,2024-03-25 15:12:39.001277
2257,Makeup,2024-01-03 06:46:32.340043
2310,Reboot,2023-08-07 12:45:18.643427
697,Oscar,2023-05-15 19:08:54.724098
1931,FilmAesthetics,2023-12-05 20:05:25.771643
2213,StaticShot,2024-02-13 23:02:03.358238
3169,CeremonieCesar2020,2023-09-24 21:34:50.968920
813,SplitScreen,2023-06-14 15:56:11.134715
497,Sport,2024-04-10 13:22:08.465162
1688,FilmTheory,2023-08-30 23:52:32.173965
888,Trailer,2024-03-20 06:00:12.204379
1437,ParallelEditing,2023-09-21 14:10:05.702754
518,SoundEditing,2023-06-20 05:34:07.534059
1586,Seminar,2024-03-02 07:26:01.107567
1049,FilmStructure,2023-07-03 08:10:08.881521
2057,Actor,2023-09-01 09:13:48.085185
3946,BusStopPoster,2024-01-03 11:16:41.956937
1894,CharacterPoster,2023-12-14 23:39:01.499612
774,FilmAnalysis,2023-06-13 06:07:33.509473
1686,Drama,2024-04-03 12:42:14.135041
2617,TeaserTrailer,2023-05-19 07:35:21.701191
447,VisualEffects,2023-09-16 02:16:52.355850
1992,PerformanceCapture,2024-04-10 02:54:22.481122
505,Director,2023-12-24 15:24:56.122148
3559,Debate,2023-12-12 08:07:45.093483
268,Nemo,2023-09-19 10:56:33.118112
3872,SocialMediaCampaign,2023-05-17 11:43:06.914786
1817,SneakPeek,2023-07-11 21:31:55.397808
146,WrapParty,2024-01-06 20:11:16.342888
2576,Director,2024-03-17 04:18:20.660652
3162,Demonstration,2023-12-12 19:18:05.605170
1245,THX,2024-02-26 04:58:04.391277
3628,SurroundSound,2023-06-04 03:08:53.743986
1323,Zoom,2024-03-01 20:44:12.077739
2816,Convention,2024-02-02 14:52:08.392493
1163,FilmNarrative,2023-12-14 05:46:22.190172
1190,SoundMixing,2023-08-31 14:09:43.249349
289,Disney,2023-06-02 19:39:08.598804
2593,THX,2023-06-30 21:31:21.559743
1933,ComicBook,2023-05-18 09:42:31.539680
3566,FilmStructure,2023-12-20 19:42:31.004073
2217,CinemaScope,2024-02-01 08:54:07.447499
2751,FilmTheory,2024-02-29 04:34:40.874495
243,FilmSchool,2024-01-17 11:32:38.689006
2334,Lecture,2023-06-02 16:06:16.935127
3434,Interrogation,2024-03-16 00:25:50.137757
2093,Clip,2023-07-17 07:47:40.102504
670,War,2024-04-09 00:03:35.218051
1466,Frame,2023-11-04 11:00:02.317030
2430,GreenBandTrailer,2023-10-27 00:18:50.970225
984,Gathering,2024-02-05 23:50:22.451267
966,Cinematography,2024-01-20 07:54:09.429585
2724,Handheld,2023-10-25 18:37:25.339241
1782,FilmSemiotics,2023-11-11 01:26:58.030212
3607,FadeIn,2024-01-29 01:37:08.528457
2310,TeaserPoster,2023-09-24 06:31:09.206627
1830,Piracy,2023-06-21 01:43:36.617911
2270,FilmHistory,2024-03-13 08:52:28.363912
1812,Premiere,2024-01-29 18:15:00.741777
2970,FilmCriticism,2023-12-20 15:36:53.495008
1970,THX,2024-04-25 12:27:51.510257
3096,FilmAnalysis,2024-04-06 03:12:27.243827
1971,Family,2023-06-04 21:53:24.985223
3762,OriginalStory,2024-04-28 10:29:04.187544
978,Monologue,2024-03-14 05:23:34.432825
3630,FilmMaking,2023-05-30 21:45:57.573344
1303,SplitScreen,2023-05-28 21:11:02.676439
3701,InternationalPoster,2024-03-13 10:11:26.905114
3857,FilmAnalysis,2023-10-23 21:36:01.450632
3992,Scene,2023-11-18 23:04:38.991656
1413,Homage,2024-04-09 08:10:10.286746
3194,FilmScore,2023-07-15 20:49:54.799294
3574,CeremonieCesar2020,2023-10-12 16:05:00.189302
753,InternationalTrailer,2023-07-24 00:06:21.321605
2903,FilmSemiotics,2024-02-19 13:43:38.707892
205,Blockbuster,2023-07-19 05:12:03.385286
2440,Hitchcock,2023-09-28 07:28:57.042056
2236,Tarantino,2023-08-28 02:43:43.740757
1312,Superhero,2023-05-31 15:39:49.078766
2453,ScreenplayBook,2024-04-28 13:08:42.054366
2623,CharacterPoster,2023-05-12 16:45:45.401539
218,ViralMarketing,2023-06-29 20:48:38.564842
3330,FilmSemiotics,2023-08-12 23:19:35.119696
2203,FilmNarrative,2023-08-21 13:02:39.025455
3854,Workshop,2023-10-04 12:19:14.000734
301,Panel,2023-09-10 08:08:48.528445
3593,SoundEffect,2024-04-01 09:55:44.626631
1357,SoundEditing,2023-08-28 10:59:11.905120
3305,Handheld,2023-08-21 03:35:28.855190
2921,JamesBond,2024-02-20 22:29:50.687291
2170,Flashback,2023-10-13 21:30:31.585506
1112,JamesBond,2023-05-19 16:56:03.465041
482,SoundDesign,2023-12-04 01:23:17.573861
584,FilmTheory,2023-05-10 14:35:26.339340
1978,InternetAd,2023-10-12 06:17:05.007825
3066,PressConference,2024-01-10 22:36:17.276524
3599,FilmStructure,2023-09-13 02:30:41.202129
3520,FilmStructure,2024-02-19 20:54:41.903693
991,Masterclass,2023-12-18 09:24:31.812463
3036,JumpCut,2024-03-09 20:08:55.568976
3254,FadeIn,2023-09-01 04:38:59.819865
3420,SoundDesign,2023-12-20 20:33:36.404397
240,Exhibition,2024-03-15 17:22:16.755147
2925,Banter,2024-02-17 07:33:51.959051
3902,ScoreAlbum,2023-12-27 19:25:57.981598
2936,Screening,2024-01-15 14:24:22.356718
961,ClosingNight,2023-12-07 10:41:04.957915
1851,GreenBandTrailer,2023-09-24 10:48:21.342895
1677,ClosingNight,2024-05-04 17:41:30.768069
2855,FadeIn,2023-11-07 17:48:13.951733
3000,SoundEffect,2024-04-08 11:25:39.651817
3513,Tilt,2023-09-01 15:21:11.829711
2277,Tarantino,2023-08-08 09:14:15.011266
3743,Screening,2023-09-10 04:08:17.392362
34,Crane,2024-01-07 20:16:15.463142
531,Romance,2023-08-27 06:25:08.844183
3197,Mastering,2023-09-29 11:29:05.812913
3246,Mastering,2024-05-01 08:14:41.142052
1129,Premiere,2024-03-09 02:40:46.066440
224,GraphicNovel,2023-09-17 01:09:00.074985
